,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
137,,Bill,Committee on Government Operations,,23,,,http://lims.dccouncil.us/Download/42368/B23-0260-Introduction.pdf,42368,2019-04-23,,B23-0260,Under Council Review,2019-04-30,Office of Risk Management Filing Extension Amendment Act of 2019,Permanent Bill
138,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42349/PR23-0238-Introduction.pdf,42349,2019-04-19,,PR23-0238,Withdrawn,2019-04-30,"Amerigroup District of Columbia, Inc. Approval Resolution of 2019",Proposed Resolution
139,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42348/PR23-0237-Introduction.pdf,42348,2019-04-19,,PR23-0237,Withdrawn,2019-04-30,"Trusted Health Plan (District of Columbia), Inc. Approval Resolution of 2019",Proposed Resolution
140,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42347/PR23-0236-Introduction.pdf,42347,2019-04-19,,PR23-0236,Withdrawn,2019-04-30,"AmeriHealth Caritas District of Columbia, Inc. Approval Resolution of 2019",Proposed Resolution
141,,Oversight Hearing Record,Committee on Human Services,,23,,,,42418,2019-04-04,,HR23-0073,Under Council Review,2019-04-30,Budget Oversight Hearing for the Office of Disability Rights and the Department on Disability Services,Oversight Hearing Record
142,,Oversight Hearing Record,Committee on Judiciary and Public Safety,,23,,,,42417,2019-04-04,,HR23-0072,Under Council Review,2019-04-29,"Budget Oversight Hearing for  the Office of Victim Services and Justice Grants, the Office of the Chief Medical Examiner, and the Office of United Communications",Oversight Hearing Record
143,,Oversight Hearing Record,Committee on Judiciary and Public Safety,,23,,,,42416,2019-04-11,,HR23-0071,Under Council Review,2019-04-29,"Budget Oversight Hearing for the Office of Neighborhood Safety and Engagement, the Department of Forensic Sciences, the Department of Corrections and the Corrections Information Council",Oversight Hearing Record
144,,Oversight Hearing Record,Committee on Judiciary and Public Safety,,23,,,,42414,2019-04-03,,HR23-0069,Under Council Review,2019-04-29,"Budget Oversight Hearing for the District of Columbia Sentencing Commission, the Criminal Justice Coordinating Council, and the Criminal Code Reform Commission",Oversight Hearing Record
145,,Oversight Hearing Record,Committee on Judiciary and Public Safety,,23,,,,42413,2019-04-24,,HR23-0068,Under Council Review,2019-04-29,Budget Oversight Hearing for Homeland Security and Emergency Management  and the Fire and Emergency Medical Services Department,Oversight Hearing Record
146,,Oversight Hearing Record,Committee on Judiciary and Public Safety,,23,,,,42412,2019-04-22,,HR23-0067,Under Council Review,2019-04-29,Budget Oversight Hearing for the Office of the Attorney General,Oversight Hearing Record
147,,Contract,Retained by the Council,,23,Approved,2019-04-18,http://lims.dccouncil.us/Download/42284/CA23-0071-Introduction.pdf,42284,2019-04-05,,CA23-0071,Deemed Approved,2019-04-29,"Proposed contract with Cradle Systems, LLC ",Contract
148,,Contract,Retained by the Council,,23,Approved,2019-04-18,http://lims.dccouncil.us/Download/42281/CA23-0070-Introduction.pdf,42281,2019-04-05,,CA23-0070,Deemed Approved,2019-04-29,Proposed contract to exercise Option Year One (1) with Public Performance Management LLC,Contract
149,,Contract,Retained by the Council,,23,Approved,2019-04-21,http://lims.dccouncil.us/Download/42329/CA23-0094-Introduction.pdf,42329,2019-04-10,,CA23-0094,Deemed Approved,2019-04-29,Proposed contract with Turner Construction Company ,Contract
150,,Contract,Retained by the Council,,23,Approved,2019-04-21,http://lims.dccouncil.us/Download/42326/CA23-0091-Introduction.pdf,42326,2019-04-10,,CA23-0091,Deemed Approved,2019-04-29,Proposed Human Care Agreement with KRA Corporation ,Contract
151,,Contract,Retained by the Council,,23,Approved,2019-04-21,http://lims.dccouncil.us/Download/42324/CA23-0089-Introduction.pdf,42324,2019-04-10,,CA23-0089,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year One (1) with Washington Area Network Services, LLC ",Contract
152,,Contract,Retained by the Council,,23,Approved,2019-04-21,http://lims.dccouncil.us/Download/42323/CA23-0088-Introduction.pdf,42323,2019-04-10,,CA23-0088,Deemed Approved,2019-04-29,"Proposed Human Care Agreement to exercise Option Period Two (2) with PCC Stride, Inc. ",Contract
153,,Contract,Retained by the Council,,23,Approved,2019-04-21,http://lims.dccouncil.us/Download/42322/CA23-0087-Introduction.pdf,42322,2019-04-10,,CA23-0087,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with Saxon Collaborative Construction, LLC ",Contract
154,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42313/CA23-0086-Introduction.pdf,42313,2019-04-09,,CA23-0086,Deemed Approved,2019-04-29,Proposed Human Care Agreement between the Department of Human Services and The Washington City Orphan Asylum DBA Hillcrest Children and Family Center ,Contract
155,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42312/CA23-0085-Introduction.pdf,42312,2019-04-09,,CA23-0085,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year One (1) with Obverse, Inc. ",Contract
156,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42311/CA23-0084-Introduction.pdf,42311,2019-04-09,,CA23-0084,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with WKM Solutions, LLC ",Contract
157,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42310/CA23-0083-Introduction.pdf,42310,2019-04-09,,CA23-0083,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with Paige Industrial Services, Inc. ",Contract
158,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42309/CA23-0082-Introduction.pdf,42309,2019-04-09,,CA23-0082,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with Bennett Group, Inc. ",Contract
159,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42308/CA23-0081-Introduction.pdf,42308,2019-04-09,,CA23-0081,Deemed Approved,2019-04-29,Proposed contract to exercise Option Year Two (2) with Chiaramonte Construction Company ,Contract
160,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42307/CA23-0080-Introduction.pdf,42307,2019-04-09,,CA23-0080,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with Broughton Construction Company, LLC ",Contract
161,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42306/CA23-0079-Introduction.pdf,42306,2019-04-09,,CA23-0079,Deemed Approved,2019-04-29,Proposed contract to exercise Option Year Two (2) with HRGM Corporation ,Contract
162,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42305/CA23-0078-Introduction.pdf,42305,2019-04-09,,CA23-0078,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with Coakley & Williams Construction, Inc. ",Contract
163,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42304/CA23-0077-Introduction.pdf,42304,2019-04-09,,CA23-0077,Deemed Approved,2019-04-29,Proposed contract to exercise Option Year Two (2) with Keystone Plus Construction Corporation,Contract
164,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42303/CA23-0076-Introduction.pdf,42303,2019-04-09,,CA23-0076,Deemed Approved,2019-04-29,"Proposed contract to exercise Option Year Two (2) with MCN Build, Inc. ",Contract
165,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42300/CA23-0075-Introduction.pdf,42300,2019-04-09,,CA23-0075,Deemed Approved,2019-04-29,Proposed contract with Consys Inc. ,Contract
166,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42299/CA23-0074-Introduction.pdf,42299,2019-04-09,,CA23-0074,Deemed Approved,2019-04-29,Proposed contract with Consys Inc. ,Contract
167,,Contract,Retained by the Council,,23,Approved,2019-04-20,http://lims.dccouncil.us/Download/42298/CA23-0073-Introduction.pdf,42298,2019-04-09,,CA23-0073,Deemed Approved,2019-04-29,Proposed contract with Consys Inc. ,Contract
168,,Contract,Retained by the Council,,23,Approved,2019-04-20,,42297,2019-04-09,,CA23-0072,Deemed Approved,2019-04-29,Proposed contract with Consys Inc. ,Contract
169,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42367/PR23-0239-Introduction.pdf,42367,2019-04-23,,PR23-0239,Under Council Review,2019-04-29,Sense of the Council Opposing Maryland Highway Widening in Favor of Alternatives Resolution of 2019,Proposed Resolution
170,,Bill,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42366/B23-0259-Introduction.pdf,42366,2019-04-23,,B23-0259,Under Council Review,2019-04-29,Preschool to Postgraduate Outcomes Amendment Act of 2019,Permanent Bill
171,,Bill,Committee on Business and Economic Development,,23,,,http://lims.dccouncil.us/Download/42365/B23-0258-Introduction.pdf,42365,2019-04-23,,B23-0258,Under Council Review,2019-04-29,Non-Profit Certified Business Enterprise Amendment Act of 2019,Permanent Bill
172,,Bill,Committee on Transportation and the Environment,,23,,,http://lims.dccouncil.us/Download/42364/B23-0257-Introduction.pdf,42364,2019-04-23,,B23-0257,Under Council Review,2019-04-29,Mandatory Protected Cycling Lane Amendment Act of 2019,Permanent Bill
173,,Bill,Committee on Business and Economic Development,,23,,,http://lims.dccouncil.us/Download/42360/B23-0256-Introduction.pdf,42360,2019-04-22,,B23-0256,Under Council Review,2019-04-29,Charter School Property Tax Clarification Amendment Act of 2019,Permanent Bill
174,A23-0048,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42208/B23-0230-Introduction.pdf,42208,2019-04-01,,B23-0230,Enacted,2019-04-29,Child Neglect and Sex Trafficking Congressional Review Emergency Amendment of 2019,Congressional Review Emergency Bill
175,A23-0047,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42206/B23-0229-Introduction.pdf,42206,2019-04-01,,B23-0229,Enacted,2019-04-29,Sports Wagering Lottery Clarification Congressional Review Emergency Amendment Act of 2019,Emergency Bill
176,,Report,,,23,,,http://lims.dccouncil.us/Download/42402/AU23-0007-Introduction.pdf,42402,2019-04-26,,AU23-0007,Under Council Review,2019-04-26,"Elected Officials Create Special Funds But ""Sweep"" Dollars for Other Purposes",Auditor
177,,Report,,,23,,,http://lims.dccouncil.us/Download/42401/CFO23-0005-Introduction.pdf,42401,2019-04-26,,CFO23-0005,Under Council Review,2019-04-26,"Correspondence from the OCFO - OIO Audit of the New Columbia Statehood Fund Revenues and Expenditures Report for Fiscal Year Ended September 30, 2018",Chief Financial Officer
178,,Report,,,23,,,http://lims.dccouncil.us/Download/42400/RC23-0063-Introduction.pdf,42400,2019-04-26,,RC23-0063,Under Council Review,2019-04-26,Correspondence from the Mayor - DOES Q2 Fiscal Year 2019 Report DC Paid Family Leave,Other
179,,Report,,,23,,,http://lims.dccouncil.us/Download/42399/RC23-0062-Introduction.pdf,42399,2019-04-26,,RC23-0062,Under Council Review,2019-04-26,Correspondence from the Mayor - DHCD Inclusionary Zoning Fiscal Year 2018 Annual Report,Other
180,,Oversight Hearing Record,Committee on Government Operations,,23,,,,42398,2019-04-22,,HR23-0066,Under Council Review,2019-04-26,"Budget Oversight Hearing for mayor's Office of Lesbian, Gay, Bisexual, Transgender and Questioning Affairs, Mayor's Office on Asian and Pacific Islander Affairs, Mayor's Office on African Affairs, Mayor's Office on African American Affairs, Mayor's Office on Latino Affairs",Oversight Hearing Record
181,,Oversight Hearing Record,Committee of the Whole,,23,,,,42397,2019-04-10,,HR23-0065,Under Council Review,2019-04-26,Budget Oversight Hearing for Events DC,Oversight Hearing Record
182,,Report,,,23,,,http://lims.dccouncil.us/Download/42388/RC23-0061-Introduction.pdf,42388,2019-04-25,,RC23-0061,Under Council Review,2019-04-26,Correspondence from Jeff Marootian - 2018 Annual WMATA Attendance Report,Other
183,,Report,,,23,,,http://lims.dccouncil.us/Download/42384/RC23-0060-Introduction.pdf,42384,2019-04-25,,RC23-0060,Under Council Review,2019-04-26,Correspondence from Jack Evans - 2018 Annual WMATA Attendance Report,Other
184,,Report,,,23,,,http://lims.dccouncil.us/Download/42381/RC23-0059-Introduction.pdf,42381,2019-04-25,,RC23-0059,Under Council Review,2019-04-26,Correspondence from Tom Bulger - 2018 Annual WMATA Attendance Report,Other
185,,Oversight Hearing Record,Committee on Transportation and the Environment,,23,,,,42380,2019-04-01,,HR23-0064,Under Council Review,2019-04-26,Budget Oversight Hearing for the Department of Energy and Environment,Oversight Hearing Record
186,,Oversight Hearing Record,Committee on Transportation and the Environment,,23,,,,42379,2019-04-09,,HR23-0063,Under Council Review,2019-04-26,Budget Oversight Hearing for the Department of Motor Vehicles,Oversight Hearing Record
187,,Bill,Committee on Facilities and Procurement,,23,,,http://lims.dccouncil.us/Download/42225/B23-0245-Introduction.pdf,42225,2019-04-02,,B23-0245,Under Council Review,2019-04-25,Advisory Neighborhood Commissions Participation in Planning Amendment Act of 2019 ,Permanent Bill
188,,Bill,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42224/B23-0244-Introduction.pdf,42224,2019-04-02,,B23-0244,Under Council Review,2019-04-25,Financial Literacy Education in Schools Amendment Act of 2019,Permanent Bill
189,,Bill,Committee on Business and Economic Development,,23,,,http://lims.dccouncil.us/Download/42223/B23-0243-Introduction.pdf,42223,2019-04-02,,B23-0243,Under Council Review,2019-04-25,WMATA Bus Depot Relocation Relief Amendment Act of 2019,Permanent Bill
190,,Bill,Committee on Transportation and the Environment,,23,,,http://lims.dccouncil.us/Download/42222/B23-0242-Introduction.pdf,42222,2019-04-02,,B23-0242,Under Council Review,2019-04-25,Bicycle Advisory Council Expansion Amendment Act of 2019,Permanent Bill
191,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42221/B23-0241-Introduction.pdf,42221,2019-04-02,,B23-0241,Under Council Review,2019-04-25,One Job at a Time Charter Amendment Act of 2019,Permanent Bill
192,,Bill,Committee on Business and Economic Development and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42220/B23-0240-Introduction.pdf,42220,2019-04-02,,B23-0240,Under Council Review,2019-04-25,Land Disposition for Affordable Housing Amendment Act of 2019,Permanent Bill
193,,Bill,Committee on Judiciary and Public Safety and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42218/B23-0238-Introduction.pdf,42218,2019-04-02,,B23-0238,Under Council Review,2019-04-25,Constituent Service Fund Reform Amendment Act of 2019,Permanent Bill
194,,Bill,Committee on Housing and Neighborhood Revitalization,,23,,,http://lims.dccouncil.us/Download/42217/B23-0237-Introduction.pdf,42217,2019-04-02,,B23-0237,Under Council Review,2019-04-25,Rent Concession Amendment Act of 2019,Permanent Bill
195,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42216/B23-0236-Introduction.pdf,42216,2019-04-02,,B23-0236,Under Council Review,2019-04-25,Indigenous Peoples' Day Amendment Act of 2019,Permanent Bill
196,,Bill,Committee on Judiciary and Public Safety,,23,,,http://lims.dccouncil.us/Download/42215/B23-0235-Introduction.pdf,42215,2019-04-02,,B23-0235,Under Council Review,2019-04-25,Transit Employee Protection Amendment Act of 2019,Permanent Bill
197,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42214/B23-0234-Introduction.pdf,42214,2019-04-02,,B23-0234,Under Council Review,2019-04-25,"Advisory Commission on Monuments, Markers, and Symbols Establishment Act of 2019",Permanent Bill
198,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42213/B23-0233-Introduction.pdf,42213,2019-04-02,,B23-0233,Under Council Review,2019-04-25,Diverse Washingtonians Commemorative Works Amendment Act of 2019,Permanent Bill
199,,Bill,Committee on Human Services,,23,,,http://lims.dccouncil.us/Download/42210/B23-0231-Introduction.pdf,42210,2019-04-02,,B23-0231,Under Council Review,2019-04-25,Healthy Shelters Act of 2019,Permanent Bill
200,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42292/B23-0251-Introduction.pdf,42292,2019-04-04,,B23-0251,Under Council Review,2019-04-25,"Abandonment of the Highway Plan for 39th Street, N.W., S.O. 18-41885 Act of 2019",Permanent Bill
201,,Oversight Hearing Record,Committee of the Whole,,23,,,,42363,2019-04-05,,HR23-0061,Under Council Review,2019-04-23,Budget Oversight Hearing for the FY2020 Budget for the Commission on the Arts and Humanities,Oversight Hearing Record
202,,Report,,,23,,,http://lims.dccouncil.us/Download/42362/RC23-0058-Introduction.pdf,42362,2019-04-23,,RC23-0058,Under Council Review,2019-04-23,"Correspondence from the Mayor - Pre-Arrest Diversion: Connecting Police Community Contacts with District Services - Overview of the 2018 Pilot Period, April 2019",Other
203,,Contract,Retained by the Council,,23,Approved,2019-04-15,http://lims.dccouncil.us/Download/42278/CA23-0069-Introduction.pdf,42278,2019-04-04,,CA23-0069,Deemed Approved,2019-04-22,"Proposed multiyear contract with Tetra Tech, Inc. ",Contract
204,,Contract,Retained by the Council,,23,Approved,2019-04-14,http://lims.dccouncil.us/Download/42239/CA23-0068-Introduction.pdf,42239,2019-04-03,,CA23-0068,Deemed Approved,2019-04-22,"Proposed contract with Marquis Consulting Services Inc./dba Marquis ID Systems, Inc. ",Contract
205,,Contract,Retained by the Council,,23,Approved,2019-04-14,http://lims.dccouncil.us/Download/42238/CA23-0067-Introduction.pdf,42238,2019-04-03,,CA23-0067,Deemed Approved,2019-04-22,Proposed contract with Johnson Truck Center ,Contract
206,,Contract,Retained by the Council,,23,Approved,2019-04-14,http://lims.dccouncil.us/Download/42237/CA23-0066-Introduction.pdf,42237,2019-04-03,,CA23-0066,Deemed Approved,2019-04-22,Proposed contract modification to exercise Option Year Four (4) with All-U-Need Personnel ,Contract
207,,Contract,Retained by the Council,,23,Approved,2019-04-14,http://lims.dccouncil.us/Download/42236/CA23-0065-Introduction.pdf,42236,2019-04-03,,CA23-0065,Deemed Approved,2019-04-22,Proposed contract to exercise Option Year Three (3) with Networking for Future ,Contract
208,,Contract,Retained by the Council,,23,Approved,2019-04-14,http://lims.dccouncil.us/Download/42235/CA23-0064-Introduction.pdf,42235,2019-04-03,,CA23-0064,Deemed Approved,2019-04-22,Proposed contract to exercise Option Year Three (3) with New Light Technologies ,Contract
209,,Report,,,23,,,http://lims.dccouncil.us/Download/42350/RC23-0057-Introduction.pdf,42350,2019-04-19,,RC23-0057,Under Council Review,2019-04-22,Correspondence from the Mayor - DCPS Facilities FY20-25 CIP Submission: Planning Actively for Comprehensive Education Facilities (PACE) back-up documentation,Other
210,,Oversight Hearing Record,Committee on Human Services,,23,,,,42342,2019-04-01,,HR23-0060,Under Council Review,2019-04-22,Budget Oversight Hearing for the Child and Family Services Agency FY2020,Oversight Hearing Record
211,ACR23-0065,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42270/CER23-0065-Introduction.pdf,42270,2019-04-01,,CER23-0065,Approved,2019-04-22,Special Police Officer Niki Nicole Powell Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
212,ACR23-0064,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42269/CER23-0064-Introduction.pdf,42269,2019-04-01,,CER23-0064,Approved,2019-04-22,"Reverend Dr. Harold N. Brooks, Jr. 14th Pastoral Anniversary Recognition Resolution of 2019",Ceremonial Resolution
213,ACR23-0063,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42268/CER23-0063-Introduction.pdf,42268,2019-04-01,,CER23-0063,Approved,2019-04-22,District of Columbia Small Business Week Recognition Resolution of 2019,Ceremonial Resolution
214,ACR23-0062,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42267/CER23-0062-Introduction.pdf,42267,2019-04-01,,CER23-0062,Approved,2019-04-22,"KIPP DC College Preparatory Panthers for winning the 2019 District of Columbia State Athletic Association (DCSAA), Class A State Championship Recognition Resolution of 2019",Ceremonial Resolution
215,ACR23-0061,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42266/CER23-0061-Introduction.pdf,42266,2019-04-01,,CER23-0061,Approved,2019-04-22,Safe Digging Month Recognition Resolution of 2019,Ceremonial Resolution
216,ACR23-0060,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42265/CER23-0060-Introduction.pdf,42265,2019-04-01,,CER23-0060,Approved,2019-04-22,Washington Bach Consort Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
217,,Report,,,23,,,http://lims.dccouncil.us/Download/42333/IG23-0023-Introduction.pdf,42333,2019-04-17,,IG23-0023,Under Council Review,2019-04-17,Audit of the Office of the Inspector General Prior Year Recommendations,Inspector General
218,R23-0050,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42207/PR23-0228-Introduction.pdf,42207,2019-04-01,,PR23-0228,Approved,2019-04-15,Child Neglect and Sex Trafficking Congressional Review Emergency Declaration Resolution of 2019,Congressional Review Emer. Decl. Resolution
219,R23-0051,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42205/PR23-0227-Introduction.pdf,42205,2019-04-01,,PR23-0227,Approved,2019-04-15,Sports Wagering Lottery Clarification Congressional Review Emergency Declaration Resolution of 2019,Congressional Review Emer. Decl. Resolution
220,,Oversight Hearing Record,Committee on Government Operations,,23,,,,42314,2019-04-08,,HR23-0046,Under Council Review,2019-04-11,"Budget Oversight Hearing for the Office of the Chief Technology Officer, the Mayor's Office of Veteran's Affairs and the Office of the Inspector General",Oversight Hearing Record
221,,Oversight Hearing Record,Committee on Government Operations,,23,,,,42302,2019-04-05,,HR23-0045,Under Council Review,2019-04-10,"Budget Oversight Hearing for Office of the Senior Advisor, Office of the Secretary, Office of Risk Management, Office of Human Rights and Office of Administrative Hearings",Oversight Hearing Record
222,,Oversight Hearing Record,Committee on Facilities and Procurement,,23,,,,42301,2019-04-04,,HR23-0044,Under Council Review,2019-04-09,Budget Oversight Hearing on Department of General Services,Oversight Hearing Record
223,,Report,,,23,,,http://lims.dccouncil.us/Download/42296/IG23-0022-Introduction.pdf,42296,2019-04-09,,IG23-0022,Under Council Review,2019-04-09,Office of the Chief Technology Officer: Oversight of Information Technology Acquisition Needs Improvement to Ensure the District Realizes Intended Benefits,Inspector General
224,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42229/PR23-0231-Introduction.pdf,42229,2019-04-02,,PR23-0231,Under Council Review,2019-04-08,Sense of the Council Urging Fair and Equitable Funding for Ward 8 Public Schools Resolution of 2019,Proposed Resolution
225,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42212/PR23-0229-Introduction.pdf,42212,2019-04-02,,PR23-0229,Under Council Review,2019-04-08,Sense of the Council Declaring Airplane Noise in the District to be at Disruptive Decibels Resolution of 2019,Proposed Resolution
226,,Oversight Hearing Record,Committee on Facilities and Procurement,,23,,,,42283,2019-04-03,,HR23-0036,Under Council Review,2019-04-08,Budget Oversight Hearing on the Office of Contracting and Procurement and the Contract Appeals Board,Oversight Hearing Record
227,,Report,,,23,,,http://lims.dccouncil.us/Download/42272/IG23-0020-Introduction.pdf,42272,2019-04-04,,IG23-0020,Under Council Review,2019-04-04,District Department of Transportation: DDOT's Contract Solicitation and Management Practices for Transportation Projects Can Be Improved,Inspector General
228,,Report,,,23,,,http://lims.dccouncil.us/Download/42273/IG23-0021-Introduction.pdf,42273,2019-04-04,,IG23-0021,Under Council Review,2019-04-04,DC Water: DC Water Procedures For Monitoring Lead In Drinking Water Could Be Improved,Inspector General
229,,Report,,,23,,,http://lims.dccouncil.us/Download/42234/RC23-0056-Introduction.pdf,42234,2019-04-03,,RC23-0056,Under Council Review,2019-04-03,Correspondence from the Mayor - Working Conditions Collective Bargaining Agreement between the District of Columbia Department of Youth Rehabilitation Services and the Fraternal Order of Police/Department of Youth Rehabilitation Services Labor Committee,Other
230,,Report,,,23,,,http://lims.dccouncil.us/Download/42231/RC23-0055-Introduction.pdf,42231,2019-04-03,,RC23-0055,Under Council Review,2019-04-03,"Correspondence from the Mayor - Department of Insurance, Securities and Banking: 2018 Annual Report, Student Loan Ombudsman",Other
231,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42226/PR23-0230-Introduction.pdf,42226,2019-04-02,,PR23-0230,Under Council Review,2019-04-03,D.C Healthcare Alliance Community Health Provider Recertification Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
232,,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42227/B23-0246-Introduction.pdf,42227,2019-04-02,,B23-0246,Under Council Review,2019-04-03,D.C Healthcare Alliance Community Health Provider Recertification Emergency Amendment Act of 2019,Emergency Bill
233,,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42228/B23-0247-Introduction.pdf,42228,2019-04-02,,B23-0247,Under Council Review,2019-04-03,D.C Healthcare Alliance Community Health Provider Recertification Temporary Amendment Act of 2019,Temporary Bill
234,,Report,,,23,,,http://lims.dccouncil.us/Download/42209/RC23-0054-Introduction.pdf,42209,2019-04-02,,RC23-0054,Under Council Review,2019-04-02,"Correspondence from the Mayor - Government of the District of Columbia Workers' Compensation Program Special Fund, A Special Revenue Fund of the District of Columbia:Financial Statements with Independent Auditor's Report For the Years Ended September 30, 2018 and 2017",Other
0,R23-0159,Resolution,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42696/PR23-0342-Introduction.pdf,42696,2019-05-29,,PR23-0342,Approved,2019-08-08,Public Charter School Board James Sandman Confirmation Resolution of 2019,Proposed Resolution
1,R23-0156,Resolution,Committee of the Whole,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42656/PR23-0334-Introduction.pdf,42656,2019-05-21,,PR23-0334,Approved,2019-08-08,Board of Industrial Trades Tanya Lewis Confirmation Resolution of 2019,Proposed Resolution
2,A23-0059,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42548/B23-0298-Introduction.pdf,42548,2019-05-09,L23-0008,B23-0298,Official Law,2019-08-06,Primary Date Alteration Temporary Amendment Act of 2019,Temporary Bill
3,R23-0155,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42642/PR23-0320-Introduction.pdf,42642,2019-05-20,,PR23-0320,Approved,2019-08-05,Commission on Health Equity Christopher J. King Appointment Resolution of 2019,Proposed Resolution
4,A23-0093,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42521/B23-0287-Introduction.pdf,42521,2019-05-07,,B23-0287,Under Congressional Review,2019-07-30,Firearms Safety Omnibus Clarification Temporary Amendment Act of 2019,Temporary Bill
5,R23-0160,Resolution,Committee on Health,,23,Approved,2019-10-29,,42603,2019-05-16,,PR23-0317,Approved,2019-07-30,Director of the Department of Behavioral Health Barbara Bazron Confirmation Resolution of 2019,Proposed Resolution
6,A23-0086,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42661/B23-0306-Introduction.pdf,42661,2019-05-28,,B23-0306,Under Congressional Review,2019-07-30,Legitimate Theater Sidewalk Cafe Authorization Temporary Amendment Act of 2019,Temporary Bill
7,R23-0169,Resolution,Committee on Transportation and the Environment,,23,Approved,2019-10-29,http://lims.dccouncil.us/Download/42604/PR23-0318-Introduction.pdf,42604,2019-05-16,,PR23-0318,Approved,2019-07-22,Director of the Department of Motor Vehicles Gabriel T. Robinson Confirmation Resolution of 2019,Proposed Resolution
8,A23-0080,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42682/B23-0311-Introduction.pdf,42682,2019-05-29,,B23-0311,Enacted,2019-07-22,"Modification No. 3 to Contract No. DCAM-17-NC-0007 with Security Assurance Management, Inc. Approval and Payment Authorization Emergency Act of 2019 ",Emergency Bill
